content,score,sentiment_clean
Orang lg buru2 mau beli film mau bayar pake CC di dana ga bisa repot amat hrs top up2 dlu.. Tix tolong deh bikin flexible pembayarannya jgn cuma pake dana..,2,negative
Cepet bgt transaksi nya plus gak ribet,5,positive
Sangat praktis,5,mixed
Sangat membantu 👌🏻👌🏻👌🏻,5,positive
nice app,5,positive
Good app,5,N/A
Sometimes it's doesn't work properly. i don't know why :v,3,negative
With one click and done,4,positive
Good,5,positive
great,5,mixed
Good app,5,N/A
"Very easy to use, really enjoy it",5,positive
Ok deh pokoknya sangat membantu,5,mixed
Good,5,N/A
Ah mantap,5,negative
"Aplikasinya bagus, tapi jarang pakai karena tidak ada film. Bioskopnya tutup terus ya min gara-gara pandemi.",5,negative
Sekarang kalau mau share poster skor gambarnya burik 🤣🤣🤣🤣,1,negative
Mantap... Pesan tiket nonton jadi lebih gampang,5,mixed
Nice app to get my gf a movie,5,mixed
Helpfull,5,N/A
Good is effortless to use ! Thanks tix id,5,positive
Good,4,positive
Pembelian tiket bioskop online,4,negative
Usefull app,5,positive
Banyak yg hrs di improve,3,negative
Very useful app,5,positive
Terbaik!,5,positive
Mantap jiwa pakai ini,5,positive
Aplikasinya setiap dibuka langsung ketutup,1,negative
nice app,5,positive
"aplikask yang bobrok sistemnya, disaat sedang dalam transaksi ternyata bangku yang di pilih sudah ada yang beli saya coba bangku lain juga sama ,saya sudah coba puluhan kali untuk nonton 1 film tapi sama aja hasilnya",3,negative
ok,5,mixed
Bgus memudahkan mungkin lebih perbanyak promonya ya hehe,4,mixed
Metode pembayaran terbatas,4,negative
Helpful,5,positive
"Very happy with the app. Once you set up DANA payment, very easy to use. I have had no problem.",5,positive
Mantaaaaap,5,mixed
berkali-kali transaksi dan sering di refund secara tiba2 tanpa ada pemberitahuan sebelumnya. petunjuk kurang jelas tentang pengaturan pembelian agar tidak di batalkan,5,negative
TOP BEUT,5,negative
App is simple,5,positive
Ga bs refund,1,negative
Good job,5,mixed
Good Enough,5,mixed
Nice work.,5,positive
Mantap ez to use,5,mixed
Good,4,N/A
Sangat bermanfaat.. ga perlu antri beli tiket .. 😬,5,positive
Good App,5,N/A
Good apps,5,positive
"Good movie aplication for us, improve benefit of this apps and make a poin rewards program who could apply for foods, supermarket or online local transportation.",5,positive
Mantap,5,mixed
mantaap,5,negative
awesome,5,positive
Mantav,5,mixed
Mudah banget transaksinya,5,mixed
Pemakaian mudah dan bisa bayar pakai dana,4,mixed
👍,5,positive
"Paling jengkel sama app yg update terus""an dan cm bisa dijalankan dengan versi terbaru",1,negative
Nice,5,mixed
canggih dan praktisssss,5,mixed
not bad,4,mixed
"A very good app, but i can't change my location. ebery single time i change the location the app crashed and exited. Please fix this issue",3,mixed
Marvelous,5,positive
The application make me easier......it is very helpful.,5,positive
Berguna banget Tapi. . Biasa .... Aj,5,mixed
"Help me, i already update but this app tell me to update.. Meanwhile i open play store to update it say open? I confuse right now",1,negative
Terima kasih sudah membantu saya dan keluarga perihal order tiket.,5,positive
Ternyata hidup bisa semudah ini. Pencet2 kelar.,5,mixed
Mayan.,4,mixed
Good,4,N/A
kok gaada lokasi depok ya?🙁,5,negative
👍🏼👍🏼👍🏼👍🏼👍🏼,5,positive
"kenapa gak bisa di update ya? setelah di uninstall malah gak bisa di install ulang. kenapa ya? padahal sebelumnya bisa digunakan dan bisa di-update. dan setelah dilihat memory masih 2,5 GB dan versi android masih android 6.0 dan sudah di restart juga masih gak bisa di-install. bisa kasih masukan kah kenapa ini? terima kasih.",2,negative
Good,4,N/A
Good,5,N/A
really helpful to buy a ticket...,5,positive
It's nice to finally use this app again after pandemic. 😍,5,positive
Very easy to use!,5,positive
Mau order dah pilih tempat duduk.tinggal bayar aja gabisa2 ini,5,negative
Good👍,5,N/A
Ok,5,positive
"Simple, jd gak perlu antri tkt keabisan tiket, tp syg ada biaya admin segala",5,mixed
"simple. UX nya ga ribet. Klak klik klak klik langsung dapet tiket. ngga ada feel ""berat"" kaya apps sebelah. Matap.",5,negative
"Good apk,gbu...",5,positive
Awesome and easy to use it. Keep it up!,5,positive
This application is really good,5,positive
"dari dulu bli tiket sampai sekarang selalu pakai ini, apalagi sekarang bisa pesan tiket di 3 brand bioskop, ditambah suka ada promo untuk beli tiket nonton. mantap",5,mixed
Superb,5,mixed
Menarik,5,mixed
Good,5,N/A
Ihik,5,mixed
Good app.,5,N/A
cool,5,mixed
Great,5,positive
Superb,5,N/A
Nice app,4,positive
Nice apps,5,positive
Sudah tersedia berbagai pilihan bioskop,5,mixed
Good,5,N/A
Its simple and fast. The user interface can be understood by a simple glance. The payment can be done with Dana and took less than 5 minutes to book a seat.,5,positive
Nothing in this world are perfect.,4,negative
nice,5,mixed
simple too use and helpfull,5,positive
"Akhirnya download lagi gegara bioskop buka, yuhuuuuu",5,positive
Helpfull,5,mixed
Nice apps for ordering cinema tickets,5,mixed
"I don't think you need to print tickets anymore, if you really don't have contact with the customer. Already ordered online via TIX to arrive at the cinema, you still have to print and eat time due to queues.",5,negative
tidak bisa dibuka (samsung s9+),1,negative
Setelah update malah ga mau buka. Fix bintang 1. Asus Max Pro M1,1,negative
Keren sekarang juga bisa rental film dan beli voucher Vidio juga.,5,positive
Simple and easy to use.,5,positive
"Still i go to the host , to get a ticket , not through a machine ticket",5,negative
nice booking for watching 😉,5,positive
great,5,mixed
Very easy to use. One of the best booking apps for moviegoers like myself!,5,positive
Udah lama ga pake app ini. Sedihhhhh,5,negative
App paling percuma di tahun 2020,1,positive
Useful.,5,N/A
Sangat membantu,5,positive
"I love this app, and i hope can use it soon. Covid will you get out from this world???",5,positive
Nice,5,positive
Still having trouble with the login system,4,negative
Dark mode please,5,negative
Bagus,5,N/A
Good 👍,5,positive
Ga bisa dibuka. Selalu ada notif: sambungan anda tidak aman. Coba lg. Udh diganti dari wifi ke data juga ga bisa. Meh :(,1,negative
apaan tiba tiba ngerefund sendiri,3,mixed
mudah digunakan,5,mixed
"It's a good application, wish this pandemic over soon.",5,mixed
Bagus,5,positive
I like to use this app because very simple :),5,positive
Bagus dan sangat membantu..tapi karena covid 19 jadi belum bisa digunakan...cedihhh,5,mixed
Aplikasi yang membantu buat yang suka dateng kelokasi mepet jam tayang.. Tinggal psen dan pmbayaran dijalan sampai lokasi tinggal masuk studio.. Nice app..,5,mixed
Keren banget.!,5,positive
Great,5,mixed
Nice,5,mixed
Cuma bisa pakai DANA,3,negative
Helpful app for movie mania👍🏻,4,positive
good,5,positive
Lumayan lah buat liat jadwal film,5,mixed
The best app to fulfil and ease our thirst of entertainmemt,4,positive
⭐⭐⭐⭐⭐,5,positive
"Simple, good",5,positive
"Promo 50% untuk pembelian tiket, begitu selesai dibayar dengan DANA, dan mau print tiket, dibilang tiket sy di refund!!!! padahal sy tidak minta refund! Promonya kalo boongan mending gak usah deh!",1,negative
mantaaab,5,mixed
Love it,5,positive
Mantappp,5,positive
"Only use this app when I'm about to go to the movie, or when it offers a good deal. Hehe. Edited : lol the developer deleted their response. I'll do the same thing then.",3,negative
Keren,5,mixed
Good app,5,N/A
"Baru pertama kali pakai, udah merasa sangat terbantu",5,mixed
"reset ganti pin aja ribet,biaya telpon customer care abis banyak juga nggak beres. sampe sekarang juga nggak bisa di pake padahal saldo masih ada",1,negative
"Good app, tapi harga ticketnya jadi kena biaya admin, mungkin untuk pembangunan app kali ya",4,mixed
Discount 50 persen nya lg dong,4,negative
good,5,N/A
Bagus,5,positive
Super helpful app!,5,positive
Good application,5,N/A
Cara makai nya,5,mixed
Bagos,5,mixed
Easy booking,4,positive
"Amazing,,, oke",5,positive
Ngebantu sekali,5,mixed
Simple,5,mixed
I love it.,4,positive
Nice,5,mixed
Baru menggunakan dan cukup terbantu dengan diskon dan promonya,5,mixed
"Cuma kurang satu ysitu turunin harga admin,hehe",5,mixed
good,5,mixed
top,5,negative
Nice app..,5,positive
The app is stable and useful.,5,positive
Ok,5,positive
Quiet good,5,mixed
Perfect app....so far,5,mixed
Aplikasi yang sangat membantu.,5,positive
"Mudah, praktis",5,mixed
Nice,4,positive
Memudahkan 👌👌,5,positive
"Sediakan fitur refund atau batal booking Sewaktu"" klo ada org batal buat nonton",1,negative
😍😍😍😍😍,5,positive
Ok,5,positive
Good,5,N/A
Nice,5,positive
Nice app,5,positive
ntappp,4,negative
"Nice UI, but something wrong with the UX",2,mixed
👍🏻,5,mixed
This app is really help us to make a reservation easily.,5,positive
It's easy to order a ticket for a movie now! I don't have to go to the place to book a seat and I can just come to the cinema near the movie starting time.,5,positive
Easy to use,4,positive
It is very easy to book and pay ticket. Good app,5,positive
Very helpful app! Easy to use and able to skip long waiting queues by booking through this app. Movie schedules can also be viewed.,5,positive
"this app is versatile in providing infos for movies in various places and even the time ahead, but it should provide the option to purchase on a different day, not only on the day it is opened",4,mixed
"Ga ribet, ga perlu antri 👌",5,mixed
"Lancar. Ada 21-XXI dan CGV, jadi gak perlu 2 apps",5,mixed
Tambahkan opsi top up transfer melalui bank bri syariah,2,mixed
NICELY!!,5,mixed
Ok,5,positive
Fantastic,5,positive
yang ga bisa pakai berarti idiot,5,negative
Good,5,N/A
Great,5,positive
Jos,5,mixed
Help n easy,5,mixed
Ok,5,positive
Guuttt,5,negative
Memudahkan dalam pembelian tiket tanpa harus antri..,5,positive
Gampang dan sangat memudahkan....,5,mixed
Mantul thank TixID sekarang nonton makin hemat thank you sekali lagii sukses terus,5,mixed
"Promo error terus, potongan bilangnya dapet tp cmn potongan rp.0",1,negative
Kerennn,5,mixed
Very helpful,5,mixed
Promo promo tai anjing.,1,negative
Keren,1,positive
Kecews krn hrs terintegrasi dgn dana,1,mixed
efisien,5,negative
Mudah,5,mixed
Easy,5,mixed
Promo trs💚,5,positive
Good,4,N/A
Nicee,5,mixed
Nice,5,positive
Good app!,5,N/A
Sangat mudah beli tiket nonton di sini. Kadang ada promo. Kena adm 3.000/tiket.,5,mixed
"Simple, membantu bantu banget tanpa harus antri",5,positive
sekarang kok buat xxl nya berkurang,3,negative
"Booking lebih mudah, banyak promo",5,positive
Add more payment methods please!,4,mixed
Aplikasi busuk. Duit di debet. Tiket ga dpt. Dikomplain via email dan IG juga lambat banget responnya. Pdhal bukti uda disertakan semua. Kutunggu refund nya,1,negative
Ntap betul gaes,5,negative
Tampilan UI nya tolong dipercantik lagi... Soalnya saya kebingungan punya voucher DANA tapi tidak bs muncul di aplikasinya. Terpaksa bayar full karena ga tau vouchernya udah applied atau belum,2,negative
nice app,5,positive
Tix id selalu asix,5,mixed
This apps so simple and useful,5,positive
Good,5,N/A
So far so good,5,positive
Good apps,5,N/A
"Nice Apps, ada bugs tpi ngga sering",5,mixed
Easy to use,4,positive
Toppcer,5,negative
banyakin promonya,5,mixed
best,5,mixed
Sangat memudahkan dlm pemesanan tiket & hemat waktu,5,mixed
💗💗💗💗💗,5,positive
"Beli pakai biaya admin, mending beli cash di bioskop. Not Recommended",1,negative
"Good,",5,N/A
"Aplikasinya mudah dipakai, tampilannya jg bagus dan informatif, diskon banyak (eh sekarang sudah berkurang sih). Cuma masih suka hang kalo pas ada promo seru. Tapi overall bagus sih...recommended",4,mixed
"disuruh update, pas check di play store tak ada update, notifnya aneh",4,negative
Good Apps.. Helpful .. enjoy the movies with many promos 🤗,5,positive
Mantap promo buy 1 get 1nya,5,positive
"Semenjak diskonnya cuma berlaku buat tiket kedua, saya tidak menggunakan tix id lagi. Tidak ada simpati kepada para jomblo.",1,negative
"So far so good, transaksi tdk ribet, lancar",5,mixed
Two thumbs up! 👍🏻😁👍🏻,5,positive
"Mantulll, Aku suka!",5,positive
Nice,5,positive
"Min, gimana caranya ubah bioskop biar ngga cgv doang? Ini punya saya kok cgv doang, ngga ada XXI-nya 😫",1,negative
Gampang nge freeze di Android One UI. Otp nya kadang lambat,3,mixed
Good,5,N/A
Memudahkan dalam membelu tiket,5,mixed
"Best lah ,mudah untuk di gunakan dan sangat membantu gk perlu cape cape antri",5,positive
Eyo good experience,5,positive
Nice,5,mixed
gampang. ga antri.,5,negative
Semua xxi di bintaro ga ada di aplikasi ini. Jadi agak useless.,1,negative
Nice,5,mixed
Awesome,5,mixed
Very good,5,positive
Buanyak diskon for my self,5,mixed
"nice app, easy to use",4,positive
Very easy,5,positive
🌹😙,5,mixed
Need help,1,mixed
"DON'T INSTALL THIS APP. This app is bullsh*t. I paid for ticket from my debit card and when I went to cinema to print out the ticket, suddenly it said my reserved ticket was cancel and the refund is successful, but in fact the money didn't send back to my debit card nor my DANA account. I have make complain but no result till more than a month my money still not back. I CAME TO CINEMA JUST FOR BEING DISAPPOINTED AND WASTED MY TIME, it was suck man!",1,negative
Mantabb,5,mixed
Good,5,N/A
Nice,5,N/A
Memudahkan. Cmn fee nya lmyn. Hee.. jadi agak lbh mahal aja. Drpd beli langsung,4,mixed
Ampas,1,mixed
Lebih banyak promonya yaa,5,mixed
"NGASI PROMO GAK JELAS, PROMO NIPU!!",1,negative
"kalo tiket promo, loadingnya lama susah dipesen. ""maaf,jatwal tdk tersedia"" "" tidak bisa buat pesanan"" "" pesanan gagal* lah luarbiasa... keburu diambil ma orang ini mah. kalo sistemnya di persulit meningan ga perlu ada promo"" ja skalian. tau"" kuota perhari abis.. ga profesional skali ngadain promo. PAYAH GABECUS KERJAAN LU SEMUA!",1,negative
Update,4,mixed
easy to use,5,positive
"Taik daritadi mau order kok ga bisa-bisa, dicoba pake wifi baru bisa. Pagi pagi bikin gedek aja su",1,negative
"Tiap kali ada promo buy 1 get 1 selalu aja lag, bug, dll, trs dikasih pilihan bayar harga normal. Nge trap aja trus",1,negative
"Sampah nih aplikasi Promo buy get 1. Mau bayar susah, trouble terus. Kaya dipersulit. Jangan bikin promo kalau nyusahin pas bayar",1,negative
Buy 1 get 1 ga jelas,1,negative
Promo mulai dari jam 8. Dari jam 8 mau beli tiket tapi pas checkout pembayaran error terus. Padahal koneksi semua lancar. Alhasil coba sampai 8.45 keluar keterangan kuota promo habis. Dan herannya checkout pembayaran setelah kuota habis itu lancar. Kayak ditipu. Bukan cuman sekali seperti ini. Tapi uda berkali kali.,1,negative
Server tolong diperbaiki sering down jika ada moment hari besar,1,negative
"Promo tolol, server ngelag"". Dipantengin dri sblm promo smpe khota abis ga dpet"". BGST!!",1,negative
Buat promo. Tapi susah masuk nya. Untuk apa!!,2,negative
"Server payah, mau login aja kaga bisa, tolong lah ni bikin orang emosi bae",1,negative
lemott parah,1,negative
"server nya blm bisa nampung banyak traffic, susah banget order udh stgh jam lebih",1,negative
"giliran ada promo gede malah gabisa di pesen pembelian gagal, server down terus ,sia sia top up",1,negative
"tix id gives buy 1 get 1 promo for cinema ticket. but when I try to order, it begin error ""try again later"". If you're not ready to receive a massive queue in the server, please just fix it first, and don't share any promo til you ready.",1,negative
Tolol aplikasi lo sampah ngel ag Lola goblok orang IT lo bikin server aja down!,1,negative
"Kalau lagi ada promo, server bobrok",2,mixed
You apps is sucks..i can't log in to my account for a long time,1,negative
Kenapa setiap mau melakukan pembayaran fc terus ?,1,negative
"Gooooooooodddd,,klo ada promo pasti nge bug,koneksi tak tersedia lah,jadwal belum ada lah,aneh emng",5,negative
Ok,4,positive
baru donlot udah nyuruh update,1,mixed
kurang mantul promonya,4,negative
"Aq sih gak mau lg pake ni app, udh buru2 tfr ke akun Dana, Dana ke Tix . 18 menit sebelum film mulai udh gak bs booked and uang gw di refund. Bukan masalah refund nya.. masa iya masih 18 menit lg udh gak bs booked. Masukan buat Tix klo bisa Negosiasi sm XXI tergantung available Seat yg masih sisa juga. Cinema yg mau sy tonton itu baru keisi 6 kursi. Sekian trmakasih",2,negative
